topic_id	topic_text	topic_url	query_id	query_text	abstract_url
T01	Curve Light: A highly performing indoor positioning system	https://techxplore.com/news/2021-12-highly-indoor-positioning.html	T01.2	light positioning	https://guacamole.univ-avignon.fr/dblp1/_search?q="light positioning"
T01	Curve Light: A highly performing indoor positioning system	https://techxplore.com/news/2021-12-highly-indoor-positioning.html	T01.3	LED lamp	https://guacamole.univ-avignon.fr/dblp1/_search?q="LED lamp"
T02	Studying RISC-V architecture to create customized systems for space computing	https://techxplore.com/news/2021-09-risc-v-architecture-customized-space.html	T02.1	spacecraft	https://guacamole.univ-avignon.fr/dblp1/_search?q=spacecraft
T02	Studying RISC-V architecture to create customized systems for space computing	https://techxplore.com/news/2021-09-risc-v-architecture-customized-space.html	T02.2	RISC-V	https://guacamole.univ-avignon.fr/dblp1/_search?q="RISC-V"
T02	Studying RISC-V architecture to create customized systems for space computing	https://techxplore.com/news/2021-09-risc-v-architecture-customized-space.html	T02.3	architecture modularity	https://guacamole.univ-avignon.fr/dblp1/_search?q="architecture modularity"
T03	RoboTurk: A crowdsourcing platform for imitation learning in robotics	https://techxplore.com/news/2018-11-roboturk-crowdsourcing-platform-imitation-robotics.html	T03.1	imitation learning	https://guacamole.univ-avignon.fr/dblp1/_search?q="imitation learning"
T03	RoboTurk: A crowdsourcing platform for imitation learning in robotics	https://techxplore.com/news/2018-11-roboturk-crowdsourcing-platform-imitation-robotics.html	T03.2	crowdsourcing	https://guacamole.univ-avignon.fr/dblp1/_search?q=crowdsourcing
T03	RoboTurk: A crowdsourcing platform for imitation learning in robotics	https://techxplore.com/news/2018-11-roboturk-crowdsourcing-platform-imitation-robotics.html	T03.3	robot learning	https://guacamole.univ-avignon.fr/dblp1/_search?q="robot learning"
T04	Artificial intelligence—parking a car with only 12 neurons	https://techxplore.com/news/2018-10-artificial-intelligenceparking-car-neurons.html	T04.1	intelligent parking	https://guacamole.univ-avignon.fr/dblp1/_search?q="intelligent parking"
T04	Artificial intelligence—parking a car with only 12 neurons	https://techxplore.com/news/2018-10-artificial-intelligenceparking-car-neurons.html	T04.2	RNN	https://guacamole.univ-avignon.fr/dblp1/_search?q=RNN
T04	Artificial intelligence—parking a car with only 12 neurons	https://techxplore.com/news/2018-10-artificial-intelligenceparking-car-neurons.html	T04.3	nematode	https://guacamole.univ-avignon.fr/dblp1/_search?q=nematode
T04	Artificial intelligence—parking a car with only 12 neurons	https://techxplore.com/news/2018-10-artificial-intelligenceparking-car-neurons.html	T04.4	small neural network	https://guacamole.univ-avignon.fr/dblp1/_search?q="small neural network"
T05	New ‘emotional’ robots aim to read human feelings	https://techxplore.com/news/2018-01-emotional-robots-aim-human.html	T05.1	emotional robot	https://guacamole.univ-avignon.fr/dblp1/_search?q="emotional robot"
T05	New ‘emotional’ robots aim to read human feelings	https://techxplore.com/news/2018-01-emotional-robots-aim-human.html	T05.2	emotion detection	https://guacamole.univ-avignon.fr/dblp1/_search?q="emotion detection"
T05	New ‘emotional’ robots aim to read human feelings	https://techxplore.com/news/2018-01-emotional-robots-aim-human.html	T05.3	emotion synthesis	https://guacamole.univ-avignon.fr/dblp1/_search?q="emotion synthesis"
T05	New ‘emotional’ robots aim to read human feelings	https://techxplore.com/news/2018-01-emotional-robots-aim-human.html	T05.4	empathy	https://guacamole.univ-avignon.fr/dblp1/_search?q=empathy
T06	AI system-on-chip runs on solar power	https://techxplore.com/news/2021-06-ai-system-on-chip-solar-power.html	T06.1	system-on-chip	https://guacamole.univ-avignon.fr/dblp1/_search?q="system-on-chip"
T06	AI system-on-chip runs on solar power	https://techxplore.com/news/2021-06-ai-system-on-chip-solar-power.html	T06.2	energy efficiency	https://guacamole.univ-avignon.fr/dblp1/_search?q="energy efficiency"
T06	AI system-on-chip runs on solar power	https://techxplore.com/news/2021-06-ai-system-on-chip-solar-power.html	T06.3	neural network accelerator	https://guacamole.univ-avignon.fr/dblp1/_search?q="neural network accelerator"
T07	Transfer learning offers new insight into machine-learning error estimation	https://techxplore.com/news/2022-03-insight-machine-learning-error.html	T07.1	transfer learning	https://guacamole.univ-avignon.fr/dblp1/_search?q="transfer learning"
T07	Transfer learning offers new insight into machine-learning error estimation	https://techxplore.com/news/2022-03-insight-machine-learning-error.html	T07.2	Bayesian approach	https://guacamole.univ-avignon.fr/dblp1/_search?q="Bayesian approach"
T07	Transfer learning offers new insight into machine-learning error estimation	https://techxplore.com/news/2022-03-insight-machine-learning-error.html	T07.3	classification	https://guacamole.univ-avignon.fr/dblp1/_search?q=classification
T07	Transfer learning offers new insight into machine-learning error estimation	https://techxplore.com/news/2022-03-insight-machine-learning-error.html	T07.4	error estimator	https://guacamole.univ-avignon.fr/dblp1/_search?q="error estimator"
T08	What is 3G and why is it being shut down? An electrical engineer explains	https://techxplore.com/news/2022-02-3g-electrical.html	T08.1	3G	https://guacamole.univ-avignon.fr/dblp1/_search?q=3G
T08	What is 3G and why is it being shut down? An electrical engineer explains	https://techxplore.com/news/2022-02-3g-electrical.html	T08.2	CDMA	https://guacamole.univ-avignon.fr/dblp1/_search?q=CDMA
T08	What is 3G and why is it being shut down? An electrical engineer explains	https://techxplore.com/news/2022-02-3g-electrical.html	T08.3	OFDMA	https://guacamole.univ-avignon.fr/dblp1/_search?q=OFDMA
T09	Using AI to fill in the missing gaps in ancient texts	https://techxplore.com/news/2022-03-ai-gaps-ancient-texts.html	T09.1	ancient text	https://guacamole.univ-avignon.fr/dblp1/_search?q="ancient text"
T09	Using AI to fill in the missing gaps in ancient texts	https://techxplore.com/news/2022-03-ai-gaps-ancient-texts.html	T09.2	text reconstruction	https://guacamole.univ-avignon.fr/dblp1/_search?q="text reconstruction"
T09	Using AI to fill in the missing gaps in ancient texts	https://techxplore.com/news/2022-03-ai-gaps-ancient-texts.html	T09.3	text classification	https://guacamole.univ-avignon.fr/dblp1/_search?q="text classification"
T10	Retina-inspired sensors for more adaptive visual perception	https://techxplore.com/news/2022-03-retina-inspired-sensors-visual-perception.html	T10.1	optoelectronic	https://guacamole.univ-avignon.fr/dblp1/_search?q=optoelectronic
T10	Retina-inspired sensors for more adaptive visual perception	https://techxplore.com/news/2022-03-retina-inspired-sensors-visual-perception.html	T10.2	visual adaptation	https://guacamole.univ-avignon.fr/dblp1/_search?q="visual adaptation"
T10	Retina-inspired sensors for more adaptive visual perception	https://techxplore.com/news/2022-03-retina-inspired-sensors-visual-perception.html	T10.3	phototransistor	https://guacamole.univ-avignon.fr/dblp1/_search?q="text phototransistor"
T10	Retina-inspired sensors for more adaptive visual perception	https://techxplore.com/news/2022-03-retina-inspired-sensors-visual-perception.html	T10.4	vision sensor	https://guacamole.univ-avignon.fr/dblp1/_search?q="vision sensor"
T11	Data scientist builds a detailed network map of 'The Witcher'	https://techxplore.com/news/2022-02-scientist-network-witcher.html	T11.1	character relationship	https://guacamole.univ-avignon.fr/dblp1/_search?q="character relationship"
T11	Data scientist builds a detailed network map of 'The Witcher'	https://techxplore.com/news/2022-02-scientist-network-witcher.html	T11.2	storyline visualization	https://guacamole.univ-avignon.fr/dblp1/_search?q="storyline visualization"
T11	Data scientist builds a detailed network map of 'The Witcher'	https://techxplore.com/news/2022-02-scientist-network-witcher.html	T11.3	social map	https://guacamole.univ-avignon.fr/dblp1/_search?q="social map"
T12	Deep-learning diagnoses: AI detects COVID-19 from smartwatch sensors	https://techxplore.com/news/2022-03-deep-learning-ai-covid-smartwatch-sensors.html	T12.1	deep learning	https://guacamole.univ-avignon.fr/dblp1/_search?q="deep learning"
T12	Deep-learning diagnoses: AI detects COVID-19 from smartwatch sensors	https://techxplore.com/news/2022-03-deep-learning-ai-covid-smartwatch-sensors.html	T12.2	smartwatch	https://guacamole.univ-avignon.fr/dblp1/_search?q=smartwatch
T12	Deep-learning diagnoses: AI detects COVID-19 from smartwatch sensors	https://techxplore.com/news/2022-03-deep-learning-ai-covid-smartwatch-sensors.html	T12.3	diagnosis	https://guacamole.univ-avignon.fr/dblp1/_search?q=diagnosis
T12	Deep-learning diagnoses: AI detects COVID-19 from smartwatch sensors	https://techxplore.com/news/2022-03-deep-learning-ai-covid-smartwatch-sensors.html	T12.4	healthcare	https://guacamole.univ-avignon.fr/dblp1/_search?q=healthcare
T13	Injecting fairness into machine-learning models	https://techxplore.com/news/2022-03-fairness-machine-learning.html	T13.1	fairness	https://guacamole.univ-avignon.fr/dblp1/_search?q=fairness
T13	Injecting fairness into machine-learning models	https://techxplore.com/news/2022-03-fairness-machine-learning.html	T13.2	bias	https://guacamole.univ-avignon.fr/dblp1/_search?q=bias
T13	Injecting fairness into machine-learning models	https://techxplore.com/news/2022-03-fairness-machine-learning.html	T13.3	imbalanced data	https://guacamole.univ-avignon.fr/dblp1/_search?q="imbalanced data"
T13	Injecting fairness into machine-learning models	https://techxplore.com/news/2022-03-fairness-machine-learning.html	T13.4	sensitive attribute	https://guacamole.univ-avignon.fr/dblp1/_search?q="sensitive attribute"
T14	Aqua-Fi: Underwater WiFi developed using LEDs and lasers	https://techxplore.com/news/2020-06-aqua-fi-underwater-wifi-lasers.html	T14.1	wifi	https://guacamole.univ-avignon.fr/dblp1/_search?q=wifi
T14	Aqua-Fi: Underwater WiFi developed using LEDs and lasers	https://techxplore.com/news/2020-06-aqua-fi-underwater-wifi-lasers.html	T14.2	underwater wireless	https://guacamole.univ-avignon.fr/dblp1/_search?q="underwater wireless"
T14	Aqua-Fi: Underwater WiFi developed using LEDs and lasers	https://techxplore.com/news/2020-06-aqua-fi-underwater-wifi-lasers.html	T14.3	light beam	https://guacamole.univ-avignon.fr/dblp1/_search?q="light beam"
T15	Cyberattack can steal data via cooling fan vibrations	https://techxplore.com/news/2020-04-cyberattack-cooling-fan-vibrations.html	T15.1	cyber-security	https://guacamole.univ-avignon.fr/dblp1/_search?q="cyber-security"
T15	Cyberattack can steal data via cooling fan vibrations	https://techxplore.com/news/2020-04-cyberattack-cooling-fan-vibrations.html	T15.2	side-channel attack	https://guacamole.univ-avignon.fr/dblp1/_search?q="side-channel attack"
T15	Cyberattack can steal data via cooling fan vibrations	https://techxplore.com/news/2020-04-cyberattack-cooling-fan-vibrations.html	T15.3	accelerometer	https://guacamole.univ-avignon.fr/dblp1/_search?q=accelerometer
T16	How it takes just six seconds to hack a credit card	https://techxplore.com/news/2016-12-seconds-hack-credit-card.html	T16.1	credit card fraud	https://guacamole.univ-avignon.fr/dblp1/_search?q="credit card fraud"
T16	How it takes just six seconds to hack a credit card	https://techxplore.com/news/2016-12-seconds-hack-credit-card.html	T16.2	guessing attack	https://guacamole.univ-avignon.fr/dblp1/_search?q="guessing attack"
T16	How it takes just six seconds to hack a credit card	https://techxplore.com/news/2016-12-seconds-hack-credit-card.html	T16.3	distributed attack	https://guacamole.univ-avignon.fr/dblp1/_search?q="distributed attack"
T17	Unfixable security flaw found in Intel chipset	https://techxplore.com/news/2020-03-unfixable-flaw-intel-chipset.html	T17.1	chipset	https://guacamole.univ-avignon.fr/dblp1/_search?q=chipset
T17	Unfixable security flaw found in Intel chipset	https://techxplore.com/news/2020-03-unfixable-flaw-intel-chipset.html	T17.2	OTP memory	https://guacamole.univ-avignon.fr/dblp1/_search?q="OTP memory"
T17	Unfixable security flaw found in Intel chipset	https://techxplore.com/news/2020-03-unfixable-flaw-intel-chipset.html	T17.3	vulnerability	https://guacamole.univ-avignon.fr/dblp1/_search?q=vulnerability
T17	Unfixable security flaw found in Intel chipset	https://techxplore.com/news/2020-03-unfixable-flaw-intel-chipset.html	T17.4	key generation	https://guacamole.univ-avignon.fr/dblp1/_search?q="key generation"
T18	Backscatter breakthrough runs near-zero-power IoT communicators at 5G speeds everywhere	https://techxplore.com/news/2021-06-backscatter-breakthrough-near-zero-power-iot-5g.html	T18.1	backscatter	https://guacamole.univ-avignon.fr/dblp1/_search?q=backscatter
T18	Backscatter breakthrough runs near-zero-power IoT communicators at 5G speeds everywhere	https://techxplore.com/news/2021-06-backscatter-breakthrough-near-zero-power-iot-5g.html	T18.2	low power IoT	https://guacamole.univ-avignon.fr/dblp1/_search?q="low power IoT"
T18	Backscatter breakthrough runs near-zero-power IoT communicators at 5G speeds everywhere	https://techxplore.com/news/2021-06-backscatter-breakthrough-near-zero-power-iot-5g.html	T18.3	passive device	https://guacamole.univ-avignon.fr/dblp1/_search?q="passive device"
T18	Backscatter breakthrough runs near-zero-power IoT communicators at 5G speeds everywhere	https://techxplore.com/news/2021-06-backscatter-breakthrough-near-zero-power-iot-5g.html	T18.4	mmWave	https://guacamole.univ-avignon.fr/dblp1/_search?q=mmWave
T19	A new genetic algorithm for traffic control optimization	https://techxplore.com/news/2019-07-genetic-algorithm-traffic-optimization.html	T19.1	traffic optimization	https://guacamole.univ-avignon.fr/dblp1/_search?q="traffic optimization"
T19	A new genetic algorithm for traffic control optimization	https://techxplore.com/news/2019-07-genetic-algorithm-traffic-optimization.html	T19.2	genetic algorithm	https://guacamole.univ-avignon.fr/dblp1/_search?q="genetic algorithm"
T19	A new genetic algorithm for traffic control optimization	https://techxplore.com/news/2019-07-genetic-algorithm-traffic-optimization.html	T19.3	road accident	https://guacamole.univ-avignon.fr/dblp1/_search?q="road accident"
T20	Software developed to help programmers prototype graphic user interfaces	https://techxplore.com/news/2020-11-software-programmers-prototype-graphic-user.html	T20.1	user-friendly	https://guacamole.univ-avignon.fr/dblp1/_search?q="user-friendly"
T20	Software developed to help programmers prototype graphic user interfaces	https://techxplore.com/news/2020-11-software-programmers-prototype-graphic-user.html	T20.2	graphical user interface	https://guacamole.univ-avignon.fr/dblp1/_search?q="graphical user interface"
